CalendarYear;YearMonthNumber;QuarterLabel;MonthYear;TerritoryGroup;Country;Region;ProductCategory;ProductSubcategory;IncomeGroup;AgeGroup;Gender;Occupation;HouseOwnerFlag;Revenue;Profit;UnitsSold;SalesOrderNumber;CustomerKey
2012;201203;Q1;Mar 2012;North America;Canada;Canada;Bikes;Road Bikes;Low Income;55+;Male;Clerical;1;2999.93;1202.28;1;SO000571;11423
2012;201203;Q1;Mar 2012;Europe;United Kingdom;United Kingdom;Bikes;Mountain Bikes;Middle Income;36-45;Male;Management;0;2600.46;1034.85;3;SO000572;11594
2012;201203;Q1;Mar 2012;Europe;Germany;Germany;Bikes;Mountain Bikes;Middle Income;26-35;Female;Management;0;2648.19;1010.14;1;SO000573;11869
2012;201203;Q1;Mar 2012;Europe;Germany;Germany;Accessories;Bottles and Cages;Middle Income;26-35;Female;Management;0;17.19;10.77;1;SO000573;11869
2012;201203;Q1;Mar 2012;Europe;Germany;Germany;Clothing;Caps;Low Income;46-55;Male;Management;0;32.77;13.75;1;SO000574;11488
2012;201203;Q1;Mar 2012;Pacific;Australia;Australia;Bikes;Road Bikes;Middle Income;55+;Female;Professional;1;2803.17;1150.04;1;SO000575;11766
2012;201203;Q1;Mar 2012;Pacific;Australia;Australia;Bikes;Mountain Bikes;Middle Income;55+;Female;Manual;1;957.42;383.16;1;SO000576;11011
2012;201203;Q1;Mar 2012;Pacific;Australia;Australia;Components;Wheels;Middle Income;55+;Female;Manual;1;65.76;21.79;1;SO000576;11011
2012;201203;Q1;Mar 2012;Europe;United Kingdom;United Kingdom;Clothing;Caps;High Income;46-55;Female;Clerical;1;27.59;10.10;1;SO000577;11842
2012;201203;Q1;Mar 2012;Europe;United Kingdom;United Kingdom;Accessories;Tires and Tubes;Low Income;36-45;Male;Professional;0;28.20;18.45;1;SO000578;11617
2012;201203;Q1;Mar 2012;North America;United States;Central;Components;Brakes;Middle Income;46-55;Female;Professional;0;1157.31;435.96;3;SO000579;11246
2012;201203;Q1;Mar 2012;North America;United States;Southeast;Bikes;Road Bikes;High Income;55+;Male;Skilled Manual;1;2241.04;934.46;2;SO000580;11512
2012;201203;Q1;Mar 2012;North America;United States;Southeast;Bikes;Road Bikes;High Income;55+;Male;Skilled Manual;1;1609.48;616.27;2;SO000580;11512
2012;201203;Q1;Mar 2012;Pacific;Australia;Australia;Bikes;Road Bikes;High Income;36-45;Male;Management;0;2165.20;934.26;1;SO000581;11698
2012;201203;Q1;Mar 2012;Pacific;Australia;Australia;Bikes;Mountain Bikes;High Income;36-45;Male;Management;0;1708.89;749.31;1;SO000581;11698
2012;201203;Q1;Mar 2012;Pacific;Australia;Australia;Bikes;Road Bikes;High Income;36-45;Male;Management;0;3570.76;1380.83;2;SO000581;11698
2012;201203;Q1;Mar 2012;North America;Canada;Canada;Bikes;Mountain Bikes;Middle Income;55+;Male;Professional;0;1973.46;756.97;1;SO000582;11625
2012;201203;Q1;Mar 2012;North America;Canada;Canada;Bikes;Mountain Bikes;Middle Income;55+;Male;Professional;0;1717.32;647.67;1;SO000582;11625
2012;201203;Q1;Mar 2012;Europe;United Kingdom;United Kingdom;Components;Saddles;Middle Income;46-55;Female;Clerical;0;435.14;144.50;1;SO000583;11183
2012;201203;Q1;Mar 2012;Europe;United Kingdom;United Kingdom;Clothing;Gloves;Middle Income;46-55;Female;Clerical;0;55.87;22.91;1;SO000583;11183
2012;201203;Q1;Mar 2012;Europe;United Kingdom;United Kingdom;Bikes;Mountain Bikes;Middle Income;46-55;Female;Clerical;0;2116.64;827.66;1;SO000583;11183
2012;201203;Q1;Mar 2012;Europe;France;France;Bikes;Road Bikes;Middle Income;55+;Male;Manual;0;1817.99;683.27;1;SO000584;11896
2012;201203;Q1;Mar 2012;Europe;Germany;Germany;Bikes;Road Bikes;Middle Income;46-55;Female;Professional;0;2517.04;997.50;2;SO000585;11397
2012;201203;Q1;Mar 2012;Pacific;Australia;Australia;Bikes;Road Bikes;Low Income;55+;Male;Skilled Manual;1;1297.72;539.15;1;SO000586;11324
2012;201203;Q1;Mar 2012;Europe;United Kingdom;United Kingdom;Clothing;Caps;High Income;46-55;Female;Clerical;0;64.50;23.65;1;SO000587;11615
2012;201203;Q1;Mar 2012;North America;United States;Northwest;Bikes;Mountain Bikes;Middle Income;55+;Female;Manual;0;3224.60;1281.33;1;SO000588;11070
2012;201203;Q1;Mar 2012;North America;United States;Northwest;Accessories;Bottles and Cages;Middle Income;55+;Female;Manual;0;113.32;70.09;1;SO000588;11070
2012;201203;Q1;Mar 2012;Europe;United Kingdom;United Kingdom;Accessories;Bottles and Cages;High Income;46-55;Female;Professional;0;118.43;77.59;1;SO000589;11548
2012;201204;Q2;Apr 2012;Europe;United Kingdom;United Kingdom;Components;Saddles;Low Income;46-55;Male;Clerical;1;372.25;141.10;1;SO000590;11754
2012;201204;Q2;Apr 2012;Europe;Germany;Germany;Bikes;Mountain Bikes;Middle Income;46-55;Male;Management;0;1305.18;504.82;1;SO000591;11852
2012;201204;Q2;Apr 2012;Europe;France;France;Accessories;Bottles and Cages;Middle Income;46-55;Female;Skilled Manual;0;45.50;28.36;1;SO000592;11195
2012;201204;Q2;Apr 2012;Europe;France;France;Bikes;Road Bikes;Middle Income;46-55;Female;Skilled Manual;0;1192.28;482.00;1;SO000592;11195
2012;201204;Q2;Apr 2012;Pacific;Australia;Australia;Clothing;Jerseys;Middle Income;46-55;Female;Skilled Manual;0;21.15;9.19;1;SO000593;11181
2012;201204;Q2;Apr 2012;Pacific;Australia;Australia;Bikes;Road Bikes;Middle Income;46-55;Female;Skilled Manual;0;6592.48;2491.80;2;SO000593;11181
2012;201204;Q2;Apr 2012;Pacific;Australia;Australia;Bikes;Road Bikes;Middle Income;46-55;Female;Skilled Manual;0;5139.18;2251.66;2;SO000593;11181
2012;201204;Q2;Apr 2012;North America;United States;Southeast;Clothing;Caps;Middle Income;26-35;Female;Professional;1;195.42;82.62;3;SO000594;11216
2012;201204;Q2;Apr 2012;North America;United States;Southeast;Bikes;Road Bikes;Middle Income;26-35;Female;Professional;1;4242.34;1660.49;2;SO000594;11216
2012;201204;Q2;Apr 2012;North America;United States;Southeast;Accessories;Tires and Tubes;Middle Income;26-35;Female;Professional;1;192.88;118.27;2;SO000594;11216
2012;201204;Q2;Apr 2012;North America;United States;Southeast;Components;Saddles;Low Income;18-25;Female;Manual;1;487.81;153.86;1;SO000595;11247
2012;201204;Q2;Apr 2012;Pacific;Australia;Australia;Bikes;Mountain Bikes;High Income;46-55;Male;Clerical;0;978.82;424.90;1;SO000596;11659
2012;201204;Q2;Apr 2012;North America;United States;Central;Bikes;Mountain Bikes;High Income;55+;Female;Manual;0;732.31;316.07;1;SO000597;11516
2012;201204;Q2;Apr 2012;North America;United States;Central;Bikes;Road Bikes;High Income;55+;Female;Manual;0;6555.32;2466.78;2;SO000597;11516
2012;201204;Q2;Apr 2012;North America;United States;Central;Bikes;Road Bikes;High Income;55+;Female;Manual;0;6907.12;2906.22;2;SO000597;11516
2012;201204;Q2;Apr 2012;Pacific;Australia;Australia;Clothing;Caps;Middle Income;36-45;Male;Manual;0;132.30;50.54;2;SO000598;11796
2012;201204;Q2;Apr 2012;Pacific;Australia;Australia;Components;Brakes;Middle Income;36-45;Male;Manual;0;306.50;94.49;1;SO000598;11796
2012;201204;Q2;Apr 2012;Europe;France;France;Bikes;Mountain Bikes;Low Income;36-45;Male;Professional;0;2074.90;771.36;1;SO000599;11470
2012;201204;Q2;Apr 2012;Pacific;Australia;Australia;Bikes;Mountain Bikes;Low Income;46-55;Female;Clerical;0;2467.40;1081.67;1;SO000600;11075
2012;201204;Q2;Apr 2012;Europe;France;France;Bikes;Mountain Bikes;Middle Income;46-55;Male;Management;1;2150.39;926.55;1;SO000601;11120
2012;201204;Q2;Apr 2012;Europe;France;France;Bikes;Road Bikes;Middle Income;46-55;Male;Management;1;1307.48;518.03;1;SO000601;11120
2012;201204;Q2;Apr 2012;Europe;France;France;Bikes;Road Bikes;Middle Income;46-55;Male;Management;1;1054.42;413.22;1;SO000601;11120
2012;201204;Q2;Apr 2012;Europe;France;France;Bikes;Mountain Bikes;Middle Income;55+;Female;Clerical;1;1254.05;548.88;1;SO000602;11204
2012;201204;Q2;Apr 2012;North America;United States;Southeast;Bikes;Road Bikes;Low Income;55+;Female;Management;0;2791.82;1215.20;1;SO000603;11734
2012;201204;Q2;Apr 2012;North America;United States;Southeast;Accessories;Bottles and Cages;Low Income;55+;Female;Management;0;45.59;29.72;1;SO000603;11734
2012;201204;Q2;Apr 2012;North America;United States;Southeast;Clothing;Caps;Low Income;55+;Female;Management;0;22.36;8.96;1;SO000603;11734
2012;201204;Q2;Apr 2012;Pacific;Australia;Australia;Bikes;Road Bikes;Middle Income;26-35;Female;Clerical;0;1106.11;437.09;1;SO000604;11600
2012;201204;Q2;Apr 2012;North America;United States;Northwest;Accessories;Bottles and Cages;Middle Income;36-45;Female;Management;0;36.98;23.25;1;SO000605;11009
2012;201204;Q2;Apr 2012;Europe;Germany;Germany;Bikes;Road Bikes;Middle Income;55+;Female;Skilled Manual;1;3472.73;1401.94;1;SO000606;11826
2012;201204;Q2;Apr 2012;Pacific;Australia;Australia;Clothing;Jerseys;Middle Income;36-45;Male;Skilled Manual;0;119.73;51.16;3;SO000607;11127
2012;201204;Q2;Apr 2012;Pacific;Australia;Australia;Bikes;Road Bikes;Middle Income;36-45;Male;Skilled Manual;0;2428.62;1023.86;3;SO000607;11127
2012;201204;Q2;Apr 2012;Pacific;Australia;Australia;Bikes;Road Bikes;High Income;36-45;Female;Clerical;0;1535.64;689.07;1;SO000608;11071
2012;201204;Q2;Apr 2012;Europe;Germany;Germany;Bikes;Mountain Bikes;High Income;55+;Male;Professional;0;9335.67;3995.11;3;SO000609;11505
2012;201204;Q2;Apr 2012;North America;United States;Northeast;Bikes;Mountain Bikes;High Income;55+;Male;Professional;1;2730.36;1082.17;3;SO000610;11231
2012;201204;Q2;Apr 2012;North America;United States;Northeast;Accessories;Bottles and Cages;High Income;55+;Male;Professional;1;111.36;69.79;1;SO000610;11231
2012;201204;Q2;Apr 2012;North America;United States;Northeast;Bikes;Road Bikes;High Income;55+;Female;Clerical;0;3433.78;1358.93;1;SO000611;11122
2012;201204;Q2;Apr 2012;Pacific;Australia;Australia;Accessories;Bottles and Cages;Middle Income;36-45;Male;Skilled Manual;0;13.64;8.45;1;SO000612;11748
2012;201204;Q2;Apr 2012;Pacific;Australia;Australia;Bikes;Road Bikes;Middle Income;36-45;Male;Skilled Manual;0;2991.83;1151.95;1;SO000612;11748
2012;201204;Q2;Apr 2012;Pacific;Australia;Australia;Bikes;Road Bikes;High Income;36-45;Female;Management;0;1966.81;825.35;1;SO000613;11107
2012;201204;Q2;Apr 2012;Pacific;Australia;Australia;Bikes;Road Bikes;High Income;36-45;Female;Management;0;1477.95;566.26;1;SO000613;11107
2012;201204;Q2;Apr 2012;Pacific;Australia;Australia;Bikes;Road Bikes;High Income;36-45;Female;Management;0;1112.41;489.57;1;SO000613;11107
2012;201204;Q2;Apr 2012;North America;United States;Northwest;Bikes;Road Bikes;High Income;36-45;Male;Clerical;1;1908.13;729.00;1;SO000614;11762
2012;201204;Q2;Apr 2012;Pacific;Australia;Australia;Bikes;Road Bikes;Low Income;36-45;Male;Professional;1;1194.61;468.38;1;SO000615;11514
2012;201204;Q2;Apr 2012;Pacific;Australia;Australia;Accessories;Helmets;Low Income;36-45;Male;Professional;1;79.33;52.10;1;SO000615;11514
2012;201204;Q2;Apr 2012;North America;United States;Northwest;Accessories;Bottles and Cages;Middle Income;36-45;Male;Skilled Manual;0;30.29;19.57;1;SO000616;11224
2012;201204;Q2;Apr 2012;North America;United States;Northwest;Accessories;Helmets;Middle Income;36-45;Male;Skilled Manual;0;28.41;17.93;1;SO000616;11224
2012;201204;Q2;Apr 2012;Pacific;Australia;Australia;Accessories;Bottles and Cages;Low Income;46-55;Female;Skilled Manual;0;108.48;64.15;1;SO000617;11722
2012;201204;Q2;Apr 2012;North America;Canada;Canada;Clothing;Shorts;Middle Income;36-45;Female;Professional;0;182.46;72.81;3;SO000618;11013
2012;201204;Q2;Apr 2012;North America;Canada;Canada;Bikes;Mountain Bikes;Middle Income;36-45;Female;Professional;0;748.69;317.75;1;SO000618;11013
2012;201204;Q2;Apr 2012;Europe;Germany;Germany;Accessories;Tires and Tubes;High Income;55+;Male;Skilled Manual;1;34.16;21.07;1;SO000619;11297
2012;201204;Q2;Apr 2012;Pacific;Australia;Australia;Accessories;Helmets;High Income;55+;Female;Professional;1;52.19;31.19;1;SO000620;11847
2012;201204;Q2;Apr 2012;Pacific;Australia;Australia;Components;Handlebars;High Income;55+;Female;Professional;1;152.41;54.76;1;SO000620;11847
2012;201204;Q2;Apr 2012;Pacific;Australia;Australia;Clothing;Gloves;Low Income;55+;Male;Skilled Manual;1;67.53;29.11;1;SO000621;11441
2012;201204;Q2;Apr 2012;Pacific;Australia;Australia;Bikes;Road Bikes;Low Income;55+;Male;Skilled Manual;1;4420.47;1702.97;3;SO000621;11441
2012;201204;Q2;Apr 2012;Pacific;Australia;Australia;Bikes;Road Bikes;Low Income;55+;Male;Skilled Manual;1;2414.63;977.14;1;SO000621;11441
2012;201204;Q2;Apr 2012;Pacific;Australia;Australia;Bikes;Road Bikes;Middle Income;55+;Female;Management;1;2560.10;1009.43;1;SO000622;11465
2012;201204;Q2;Apr 2012;Pacific;Australia;Australia;Bikes;Road Bikes;Middle Income;55+;Female;Management;1;814.67;319.87;1;SO000622;11465
2012;201204;Q2;Apr 2012;North America;United States;Southeast;Clothing;Gloves;Middle Income;46-55;Male;Professional;1;209.76;77.91;3;SO000623;11607
2012;201204;Q2;Apr 2012;North America;United States;Central;Accessories;Bottles and Cages;High Income;36-45;Male;Clerical;1;108.98;70.99;1;SO000624;11750
2012;201204;Q2;Apr 2012;Pacific;Australia;Australia;Bikes;Mountain Bikes;Middle Income;55+;Female;Manual;0;1258.66;496.42;1;SO000625;11309
2012;201204;Q2;Apr 2012;Pacific;Australia;Australia;Bikes;Road Bikes;Middle Income;55+;Female;Manual;0;1213.44;524.92;1;SO000625;11309
2012;201205;Q2;May 2012;North America;United States;Southeast;Bikes;Road Bikes;Middle Income;46-55;Female;Clerical;1;3255.16;1211.29;1;SO000626;11098
2012;201205;Q2;May 2012;Pacific;Australia;Australia;Bikes;Road Bikes;Middle Income;36-45;Male;Manual;1;1699.80;743.85;2;SO000627;11785
2012;201205;Q2;May 2012;Pacific;Australia;Australia;Clothing;Jerseys;Middle Income;55+;Female;Professional;0;26.82;10.28;1;SO000628;11128
2012;201205;Q2;May 2012;Europe;United Kingdom;United Kingdom;Components;Wheels;Low Income;46-55;Male;Management;0;350.81;129.16;1;SO000629;11493
2012;201205;Q2;May 2012;North America;Canada;Canada;Accessories;Helmets;High Income;46-55;Male;Professional;0;33.43;19.67;1;SO000630;11308
2012;201205;Q2;May 2012;Europe;Germany;Germany;Clothing;Shorts;Middle Income;55+;Female;Clerical;1;135.38;58.04;2;SO000631;11025
2012;201205;Q2;May 2012;Europe;Germany;Germany;Accessories;Helmets;Middle Income;55+;Female;Clerical;1;26.25;16.94;1;SO000631;11025
2012;201205;Q2;May 2012;Europe;Germany;Germany;Accessories;Bottles and Cages;Middle Income;55+;Female;Clerical;1;85.46;50.94;1;SO000631;11025
2012;201205;Q2;May 2012;North America;United States;Northwest;Bikes;Road Bikes;High Income;46-55;Female;Clerical;1;2229.74;875.56;2;SO000632;11491
2012;201205;Q2;May 2012;North America;United States;Northwest;Bikes;Road Bikes;High Income;46-55;Female;Clerical;1;1547.73;652.54;1;SO000632;11491
2012;201205;Q2;May 2012;North America;Canada;Canada;Components;Handlebars;High Income;46-55;Male;Clerical;1;436.07;138.17;1;SO000633;11672
2012;201205;Q2;May 2012;Pacific;Australia;Australia;Accessories;Tires and Tubes;Low Income;36-45;Female;Clerical;0;38.52;24.93;3;SO000634;11723
2012;201205;Q2;May 2012;Pacific;Australia;Australia;Accessories;Helmets;Middle Income;36-45;Female;Management;1;102.98;61.04;1;SO000635;11495
2012;201205;Q2;May 2012;North America;Canada;Canada;Bikes;Road Bikes;High Income;46-55;Male;Management;0;3752.32;1407.68;2;SO000636;11098
2012;201205;Q2;May 2012;North America;Canada;Canada;Accessories;Helmets;High Income;46-55;Male;Management;0;91.24;56.14;1;SO000636;11098
2012;201205;Q2;May 2012;North America;Canada;Canada;Bikes;Mountain Bikes;High Income;36-45;Female;Clerical;0;2075.09;880.48;1;SO000637;11383
2012;201205;Q2;May 2012;North America;Canada;Canada;Bikes;Road Bikes;High Income;36-45;Female;Clerical;0;2978.75;1294.84;1;SO000637;11383
2012;201205;Q2;May 2012;North America;Canada;Canada;Bikes;Road Bikes;High Income;36-45;Female;Clerical;0;3387.53;1279.46;1;SO000637;11383
2012;201205;Q2;May 2012;Europe;Germany;Germany;Components;Saddles;Middle Income;46-55;Male;Skilled Manual;0;135.44;49.60;1;SO000638;11034
2012;201205;Q2;May 2012;Europe;Germany;Germany;Bikes;Road Bikes;Middle Income;46-55;Male;Skilled Manual;0;2264.35;862.79;1;SO000638;11034
2012;201205;Q2;May 2012;Pacific;Australia;Australia;Bikes;Mountain Bikes;High Income;46-55;Male;Manual;1;1626.58;630.99;1;SO000639;11068
2012;201205;Q2;May 2012;Europe;France;France;Bikes;Road Bikes;Middle Income;46-55;Male;Skilled Manual;0;6300.39;2532.36;3;SO000640;11296
2012;201205;Q2;May 2012;Pacific;Australia;Australia;Bikes;Road Bikes;Middle Income;55+;Female;Professional;0;1732.60;669.37;2;SO000641;11058
2012;201205;Q2;May 2012;Europe;United Kingdom;United Kingdom;Accessories;Helmets;Low Income;26-35;Male;Skilled Manual;0;120.12;70.91;2;SO000642;11836
2012;201205;Q2;May 2012;Europe;United Kingdom;United Kingdom;Accessories;Helmets;Low Income;26-35;Male;Skilled Manual;0;63.37;40.05;1;SO000642;11836
2012;201205;Q2;May 2012;Europe;United Kingdom;United Kingdom;Bikes;Road Bikes;Low Income;26-35;Male;Skilled Manual;0;6308.12;2448.94;2;SO000642;11836
2012;201205;Q2;May 2012;North America;United States;Northeast;Accessories;Bottles and Cages;Middle Income;55+;Male;Manual;1;54.09;31.97;1;SO000643;11056
2012;201205;Q2;May 2012;North America;United States;Central;Bikes;Mountain Bikes;High Income;46-55;Male;Skilled Manual;1;1335.95;574.19;1;SO000644;11448
2012;201205;Q2;May 2012;North America;United States;Central;Clothing;Jerseys;High Income;46-55;Male;Skilled Manual;1;63.12;26.36;3;SO000644;11448
2012;201205;Q2;May 2012;North America;United States;Central;Clothing;Jerseys;High Income;46-55;Male;Skilled Manual;1;50.70;19.40;1;SO000644;11448
2012;201205;Q2;May 2012;Pacific;Australia;Australia;Bikes;Road Bikes;High Income;26-35;Female;Clerical;0;2674.71;1163.70;1;SO000645;11321
2012;201205;Q2;May 2012;Pacific;Australia;Australia;Clothing;Gloves;High Income;26-35;Female;Clerical;0;41.19;16.04;1;SO000645;11321
2012;201205;Q2;May 2012;North America;United States;Northeast;Accessories;Bottles and Cages;Middle Income;36-45;Male;Professional;1;109.89;71.13;1;SO000646;11564
2012;201205;Q2;May 2012;North America;United States;Northeast;Bikes;Road Bikes;Middle Income;36-45;Male;Professional;1;2580.30;1031.58;2;SO000646;11564
2012;201205;Q2;May 2012;North America;United States;Northeast;Clothing;Gloves;Middle Income;36-45;Male;Professional;1;36.46;14.41;1;SO000646;11564
2012;201205;Q2;May 2012;Pacific;Australia;Australia;Components;Brakes;Low Income;55+;Female;Skilled Manual;1;320.48;108.84;1;SO000647;11782
2012;201205;Q2;May 2012;Pacific;Australia;Australia;Bikes;Road Bikes;Low Income;36-45;Male;Clerical;0;9744.45;4193.60;3;SO000648;11883
2012;201205;Q2;May 2012;Pacific;Australia;Australia;Bikes;Road Bikes;Low Income;36-45;Male;Clerical;0;4709.36;2027.76;2;SO000648;11883
2012;201205;Q2;May 2012;Europe;United Kingdom;United Kingdom;Components;Handlebars;High Income;55+;Male;Professional;1;942.94;317.85;2;SO000649;11349
2012;201205;Q2;May 2012;Europe;United Kingdom;United Kingdom;Bikes;Road Bikes;High Income;55+;Male;Professional;1;2856.56;1276.38;2;SO000649;11349
2012;201205;Q2;May 2012;Europe;United Kingdom;United Kingdom;Bikes;Mountain Bikes;High Income;55+;Male;Professional;1;742.51;322.22;1;SO000649;11349
2012;201205;Q2;May 2012;North America;United States;Northeast;Accessories;Helmets;High Income;36-45;Female;Professional;1;70.37;42.62;1;SO000650;11280
2012;201205;Q2;May 2012;Europe;Germany;Germany;Clothing;Gloves;Middle Income;46-55;Female;Professional;1;60.57;22.19;1;SO000651;11270
2012;201205;Q2;May 2012;Pacific;Australia;Australia;Accessories;Bottles and Cages;Middle Income;36-45;Female;Skilled Manual;1;160.88;96.30;2;SO000652;11624
2012;201205;Q2;May 2012;North America;United States;Central;Accessories;Tires and Tubes;High Income;46-55;Male;Manual;0;20.55;13.31;3;SO000653;11670
2012;201205;Q2;May 2012;Pacific;Australia;Australia;Bikes;Mountain Bikes;Middle Income;46-55;Male;Manual;1;1739.81;758.24;1;SO000654;11869
2012;201205;Q2;May 2012;North America;United States;Southeast;Bikes;Road Bikes;High Income;26-35;Female;Manual;1;3338.94;1313.96;1;SO000655;11425
2012;201205;Q2;May 2012;North America;United States;Northwest;Bikes;Road Bikes;Middle Income;36-45;Male;Professional;0;2328.16;925.50;1;SO000656;11031
2012;201205;Q2;May 2012;North America;United States;Northwest;Bikes;Road Bikes;Middle Income;36-45;Male;Professional;0;2733.53;1094.74;1;SO000656;11031
2012;201205;Q2;May 2012;North America;United States;Northwest;Bikes;Mountain Bikes;High Income;55+;Female;Manual;0;2545.75;1047.90;1;SO000657;11664
2012;201205;Q2;May 2012;North America;United States;Northwest;Bikes;Mountain Bikes;High Income;55+;Female;Manual;0;3041.16;1184.60;2;SO000657;11664
2012;201205;Q2;May 2012;Europe;United Kingdom;United Kingdom;Clothing;Shorts;Low Income;36-45;Male;Management;1;59.23;21.69;1;SO000658;11248
2012;201205;Q2;May 2012;Europe;United Kingdom;United Kingdom;Bikes;Road Bikes;Low Income;36-45;Male;Management;1;1957.11;789.71;1;SO000658;11248
2012;201205;Q2;May 2012;Europe;Germany;Germany;Clothing;Shorts;High Income;36-45;Female;Manual;0;25.71;10.12;1;SO000659;11583
2012;201205;Q2;May 2012;Europe;Germany;Germany;Components;Saddles;High Income;36-45;Female;Manual;0;395.42;147.09;1;SO000659;11583
2012;201205;Q2;May 2012;Pacific;Australia;Australia;Clothing;Jerseys;Low Income;36-45;Female;Professional;0;89.30;33.09;1;SO000660;11897
2012;201205;Q2;May 2012;Pacific;Australia;Australia;Clothing;Caps;Low Income;36-45;Female;Professional;0;134.43;52.72;3;SO000660;11897
2012;201205;Q2;May 2012;North America;United States;Southwest;Bikes;Road Bikes;Low Income;55+;Female;Manual;0;10079.31;4463.66;3;SO000661;11570
2012;201205;Q2;May 2012;North America;United States;Southwest;Accessories;Bottles and Cages;Low Income;55+;Female;Manual;0;171.02;109.23;2;SO000661;11570
2012;201205;Q2;May 2012;North America;United States;Southwest;Accessories;Helmets;Low Income;55+;Female;Manual;0;5.90;3.70;1;SO000661;11570
2012;201206;Q2;Jun 2012;Pacific;Australia;Australia;Bikes;Road Bikes;Low Income;55+;Female;Professional;0;2170.54;891.35;1;SO000662;11464
2012;201206;Q2;Jun 2012;North America;United States;Southeast;Bikes;Road Bikes;Middle Income;36-45;Male;Professional;0;1672.57;641.01;1;SO000663;11436
2012;201206;Q2;Jun 2012;North America;United States;Southeast;Accessories;Bottles and Cages;Low Income;36-45;Female;Manual;0;68.50;42.52;1;SO000664;11294
2012;201206;Q2;Jun 2012;North America;United States;Southeast;Bikes;Road Bikes;Low Income;36-45;Female;Manual;0;10162.80;4199.13;3;SO000664;11294
2012;201206;Q2;Jun 2012;North America;United States;Southeast;Clothing;Jerseys;Low Income;36-45;Female;Manual;0;77.57;30.22;1;SO000664;11294
2012;201206;Q2;Jun 2012;Europe;France;France;Clothing;Jerseys;High Income;46-55;Female;Skilled Manual;0;50.26;19.15;1;SO000665;11288
2012;201206;Q2;Jun 2012;Europe;France;France;Clothing;Shorts;High Income;46-55;Female;Skilled Manual;0;56.30;21.86;2;SO000665;11288
2012;201206;Q2;Jun 2012;Europe;United Kingdom;United Kingdom;Bikes;Mountain Bikes;High Income;36-45;Female;Skilled Manual;1;3162.94;1404.28;2;SO000666;11080
2012;201206;Q2;Jun 2012;Europe;United Kingdom;United Kingdom;Bikes;Road Bikes;High Income;36-45;Female;Skilled Manual;1;3178.16;1389.86;2;SO000666;11080
2012;201206;Q2;Jun 2012;Europe;Germany;Germany;Bikes;Mountain Bikes;High Income;46-55;Male;Management;1;1124.01;489.07;1;SO000667;11676
2012;201206;Q2;Jun 2012;Europe;Germany;Germany;Accessories;Tires and Tubes;High Income;46-55;Male;Management;1;78.00;45.79;1;SO000667;11676
2012;201206;Q2;Jun 2012;Europe;Germany;Germany;Bikes;Road Bikes;Low Income;26-35;Male;Management;0;1357.20;540.02;1;SO000668;11528
2012;201206;Q2;Jun 2012;North America;Canada;Canada;Bikes;Road Bikes;High Income;55+;Female;Clerical;1;1527.17;591.80;1;SO000669;11543
2012;201206;Q2;Jun 2012;North America;Canada;Canada;Components;Handlebars;High Income;55+;Female;Clerical;1;245.70;78.57;1;SO000669;11543
2012;201206;Q2;Jun 2012;North America;United States;Southeast;Bikes;Road Bikes;High Income;55+;Female;Clerical;0;2624.22;977.04;1;SO000670;11435
2012;201206;Q2;Jun 2012;North America;United States;Southeast;Bikes;Mountain Bikes;High Income;55+;Female;Clerical;0;5783.84;2168.15;2;SO000670;11435
2012;201206;Q2;Jun 2012;North America;United States;Southwest;Bikes;Road Bikes;Middle Income;55+;Female;Clerical;1;2481.55;927.23;1;SO000671;11790
2012;201206;Q2;Jun 2012;North America;United States;Southwest;Bikes;Mountain Bikes;Middle Income;55+;Female;Clerical;1;1166.30;450.77;1;SO000671;11790
2012;201206;Q2;Jun 2012;North America;United States;Southwest;Accessories;Tires and Tubes;Middle Income;55+;Female;Clerical;1;67.07;44.00;1;SO000671;11790
2012;201206;Q2;Jun 2012;Europe;Germany;Germany;Bikes;Road Bikes;High Income;46-55;Female;Manual;0;3458.61;1511.59;1;SO000672;11021
2012;201206;Q2;Jun 2012;Europe;Germany;Germany;Bikes;Road Bikes;High Income;46-55;Female;Manual;0;2943.60;1303.58;1;SO000672;11021
2012;201206;Q2;Jun 2012;Pacific;Australia;Australia;Clothing;Jerseys;High Income;26-35;Male;Manual;0;41.10;15.55;1;SO000673;11339
2012;201206;Q2;Jun 2012;Europe;United Kingdom;United Kingdom;Clothing;Jerseys;Middle Income;26-35;Female;Clerical;0;55.32;23.03;1;SO000674;11790
2012;201206;Q2;Jun 2012;Europe;United Kingdom;United Kingdom;Accessories;Helmets;Middle Income;26-35;Female;Clerical;0;100.48;63.14;1;SO000674;11790
2012;201206;Q2;Jun 2012;North America;United States;Central;Bikes;Road Bikes;High Income;36-45;Female;Skilled Manual;1;979.10;438.19;1;SO000675;11155
2012;201206;Q2;Jun 2012;Pacific;Australia;Australia;Clothing;Gloves;Middle Income;36-45;Female;Manual;1;89.52;37.44;1;SO000676;11590
2012;201206;Q2;Jun 2012;Europe;United Kingdom;United Kingdom;Bikes;Mountain Bikes;Middle Income;46-55;Male;Clerical;0;1630.82;709.04;1;SO000677;11381
2012;201206;Q2;Jun 2012;North America;United States;Northeast;Clothing;Gloves;Low Income;55+;Male;Professional;0;54.54;21.43;1;SO000678;11085
2012;201206;Q2;Jun 2012;North America;United States;Northeast;Accessories;Tires and Tubes;Low Income;55+;Female;Professional;1;115.34;69.07;1;SO000679;11758
